"type","abstract","AB","title","author","doi","journal","link","M1","M2","tow","note","year","url","vol","access","endref","cond","nber_is_published","nber_in_ssrn"
"JOUR","This paper analyzes determinants of ex-manufacturer prices for originator and generic drugs across a large sample of countries. We focus on drugs to treat HIV/AIDS, TB and malaria in middle and low income countries (MLICs), with robustness checks to other therapeutic categories and other countries. We examine effects of per capita income, income dispersion, number and type of therapeutic and generic competitors, and whether the drugs are sold to retail pharmacies vs. tendered procurement by NGOs.   The cross-national income elasticity of prices is 0.4 across high and low income countries, but is only 0.15 between MLICs, implying that drugs are least affordable relative to income in the lowest income countries. Within-country income inequality contributes to relatively high prices in MLICs. Number of therapeutic and generic competitors only weakly affects prices to retail pharmacies, plausibly because uncertain quality leads to competition on brand rather than price. Tendered procurement attracts multi-national generic suppliers and significantly reduces prices for originators and generics, compared to prices to retail pharmacies.",NA,"pharmaceutical pricing in emerging markets: effects of income, competition and procurement","towse, adrian k","10.3386/w17174","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w17174.pdf",NA,NA,NA,"Author contact info: Patricia M. Danzon Health Care Management Department The Wharton School University of Pennsylvania 3641 Locust Walk Philadelphia, PA 19104 Tel: 215/898-0694 Fax: 215/573-2157 E-Mail: danzon@wharton.upenn.edu  Andrew W. Mulcahy Health Care Management Department The Wharton School University of Pennsylvania 3641 Locust Walk Philadelphia, PA 19104 E-Mail: mulcahaw@wharton.upenn.edu  Adrian K. Towse Office of Health Economics Southside, 7th Floor 105 Victoria St. London SW1E 6QT United Kingdom E-Mail: atowse@ohe.org",2011,"http://www.nber.org/papers/w17174","No. 17174","Jun-11",NA,TRUE,FALSE,FALSE
"JOUR","There is considerable debate about the impact of health care reform on the growth in medical spending.  Medical innovation is thought to be a central contributor to that growth. We argue that there is a unique linkage between reforms that affect output markets for medical care and medical R&D costs.  This linkage is due to the fact that potential consumers of medical care are also potential participants in clinical trials that are required to develop new medical products.  Therefore, reforms that increase the quality or reduce the price of already developed treatments reduce the incentive of patients to participate in trials of experimental treatments.  This delays development and reduce the returns to in innovation.  We provide evidence of this ""subject market effect"" by considering the impact of changes in the quality of conventional care on development.  We document a dramatic drop in trial recruitment following introduction of break-through HIV/AIDS therapies in 1996.  We conclude by discussing additional positive and normative implications of the subject market effect that link input and output markets for medical products.",NA,"can medical progress be sustained?  implications of the link between development and output markets","philipson, tomas j","10.3386/w17011","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w17011.pdf",NA,NA,NA,"Author contact info: Anup Malani University of Chicago Law School 1111 E. 60th Street Chicago, IL 60637 Tel: 773/702-9602 E-Mail: amalani@uchicago.edu  Tomas Philipson Irving B. Harris Graduate School of Public Policy Studies University of Chicago 1155 E. 60th Street Chicago, IL 60637 Tel: 773/502-7773 E-Mail: t-philipson@uchicago.edu",2011,"http://www.nber.org/papers/w17011","No. 17011","May-11",NA,TRUE,FALSE,FALSE
"JOUR","This paper examines what transformed a significant, but relatively mild, financial disruption into a full-fledged financial crisis. It discusses why, although the Lehman Brothers bankruptcy was a key trigger for the global financial crisis, three other events were at least as important: the AIG collapse on September 16, 2008; the run on the Reserve Primary Fund on the same day; and the struggle to get the Troubled Asset Relief Plan (TARP) plan approved by Congress over the following couple of weeks. The paper then looks at the policy responses to the financial crisis to evaluate whether they helped avoid a worldwide depression. The paper ends by discussing the policy challenges raised in the aftermath of the crisis.",NA,"over the cliff: from the subprime to the global financial crisis","mishkin, frederic s","10.3386/w16609","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w16609.pdf",NA,NA,NA,"Author contact info: Frederic S. Mishkin 8 Castle Rd Irvington, NY 10533 United States Tel: 19145916903 E-Mail: fsm3@columbia.edu",2010,"http://www.nber.org/papers/w16609","No. 16609","Dec-10",NA,TRUE,FALSE,FALSE
"JOUR","Poverty and altered planning horizons brought on by the HIV/AIDS epidemic can change individual discount rates, altering incentives to conserve natural resources.  Using longitudinal data from household surveys in western Kenya, we estimate impacts of health status on labor productivity and discount rates.  We find that household size and composition are predictors of whether the effect on productivity dominates the discount rate effect, or vice-versa.  Since households with more and younger members are better able to reallocate labor to cope with productivity shocks, the discount rate impact dominates for these households and health improvements lead to greater levels of conservation.  In smaller families with less substitutable labor, the productivity impact dominates and health improvements lead to greater environmental degradation.",NA,"health shocks and natural resource management:  evidence from western kenya","thirumurthy, harsha","10.3386/w16594","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w16594.pdf",NA,NA,NA,"Author contact info: Joshua S. Graff Zivin University of California, San Diego 9500 Gilman Drive, MC 0519 La Jolla, CA 92093-0519 Tel: 858/822-6438 E-Mail: jgraffzivin@ucsd.edu  Maria Damon New York University New York, NY 10012 E-Mail: maria.damon@nyu.edu  Harsha Thirumurthy E-Mail: hthirumu@upenn.edu",2010,"http://www.nber.org/papers/w16594","No. 16594","Dec-10",NA,TRUE,FALSE,FALSE
"JOUR","Uganda is widely viewed as a public health success for curtailing its HIV/AIDS epidemic in the early 1990s. We investigate the factors contributing to this decline. We first build a model of HIV transmission. Calibration of the model indicates that reduced pre-marital sexual activity among young women is the most important factor in the decline in HIV. We next explore what led young women to change their behavior. We estimate that approximately one-third the reduction in HIV in this cohort and almost 20 percent of the overall HIV decline was due to a gender-targeted education policy.",NA,"why did hiv decline in uganda?","cutler, david m","10.3386/w16171","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w16171.pdf",NA,NA,NA,"Author contact info: Marcella Alsan Kennedy School of Government Harvard University 79 John F. Kennedy St. Rubenstein Bldg R403 Cambridge, MA 02138 E-Mail: marcella_alsan@hks.harvard.edu  David M. Cutler Department of Economics Harvard University 1875 Cambridge Street Cambridge, MA  02138 Tel: 617/496-5216 Fax: 617/496-8951 E-Mail: dcutler@harvard.edu",2010,"http://www.nber.org/papers/w16171","No. 16171","Jul-10",NA,TRUE,FALSE,FALSE
"JOUR","This paper estimates the impact of binge drinking on sexual activity among a nationally representative set of high school students during the 1990s and 2000s. The main innovations are explicitly controlling for time-invariant preferences regarding sexual behavior and alcohol use, and eliminating non-drinkers from the comparison group. I find that binge drinking significantly increases participation in sex, promiscuity, and the failure to use birth control, albeit by amounts considerably smaller than implied by merely conditioning on exogenous factors. For all outcomes, impacts rise substantially with binge drinking frequency. Results are similar using alternative comparison groups defined by excluding those who do not exhibit other risky behaviors, and by gender and race/ethnicity, but vary by grade level and over time in different ways for engaging in sex than protective behavior. Effects are much larger for the small fraction of students that has not been taught about AIDS/HIV infection in school.",NA,"binge drinking & sex in high school","desimone, jeffrey s","10.3386/w16132","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w16132.pdf",NA,NA,NA,"Author contact info: Jeffrey DeSimone Department of Economics Duke University 308J Social Sciences Box 90097 Durham, NC 27708-0097 E-Mail: jeffrey.desimone@duke.edu",2010,"http://www.nber.org/papers/w16132","No. 16132","Jun-10",NA,TRUE,FALSE,FALSE
"JOUR","<script type=""text/javascript"" src=""https://cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.1/MathJax.js?config=AM_HTMLorMML-full""></script> We propose a generalization of the wild bootstrap of Wu (1986) and Liu (1988) based upon perturbing the scores of M-estimators. This ""score bootstrap"" procedure avoids recomputing the estimator in each bootstrap iteration, making it substantially less costly to compute than the conventional nonparametric bootstrap, particularly in complex nonlinear models. Despite this computational advantage, in the linear model, the score bootstrap studentized test statistic is equivalent to that of the conventional wild bootstrap up to order `O_p(n^(-1))`. We establish the consistency of the procedure for Wald and Lagrange Multiplier type tests and tests of moment restrictions for a wide class of M-estimators under clustering and potential misspecification. In an extensive series of Monte Carlo experiments we find that the performance of the score bootstrap is comparable to competing approaches despite its computational savings.",NA,"a score based approach to wild bootstrap inference","santos, andres","10.3386/w16127","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w16127.pdf",NA,NA,NA,"Author contact info: Patrick M. Kline Department of Economics University of California, Berkeley 530 Evans Hall #3880 Berkeley, CA 94720 Tel: 510/642-4628 E-Mail: pkline@econ.berkeley.edu  Andres Santos Department of Economics University of California - Los Angeles 8283 Bunche Hall, 315 Portola Plaza Los Angeles, CA 90095 E-Mail: andres@econ.ucla.edu",2010,"http://www.nber.org/papers/w16127","No. 16127","Jun-10",NA,TRUE,FALSE,FALSE
"JOUR","Conventional trade theory, which combines the Heckscher-Ohlin theory and the Stolper-Samuelson theorem, implies that expanded trade between developed and developing countries will increase wage inequality in the developed countries. This theory is widely applied. It serves as the basis for estimating the impact of trade on wages using two-sector simulation models and the net factor content of trade. It leads naturally to the presumption that the rapid growth and declining relative prices of US manufactured imports from developing countries since the 1990s have been a powerful source of increased US wage inequality.   In this study we present evidence that suggests the presumption is not warranted. We highlight the sensitivity of conventional theory to the assumption of incomplete specialization and find evidence that is not consistent with it. Since 1987, although US domestic relative effective prices in industries with relatively high shares of manufactured goods imports from developing countries have declined, effective unskilled worker-weighted prices have actually risen relative to skilled worker-weighted prices. If anything, this suggests pressures for increased wage equality. Also in apparent contradiction to theory, the (six-digit North American Industry Classification System [NAICS]) US manufacturing industries with high shares of manufactured imports from developing countries are actually more skill intensive than the industries with high shares of imports from developed countries. Finally, applying a two-stage regression procedure, we find that developing-country import price changes have not mandated increased US wage inequality. While these results conflict with standard theory, they are easily explained if the United States and developing countries have specialized in products and tasks that are highly imperfect substitutes. If this is the case, the impact of increased trade with developing countries on US wage inequality is far more muted than standard theory suggests. Also methodologies such as the net factor content of trade using US production coefficients and simulation models assuming perfect substitution between imports and domestic products could be highly misleading.",NA,"us trade and wages: the misleading implications of conventional trade theory","lawrence, robert z","10.3386/w16106","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w16106.pdf",NA,NA,NA,"Author contact info: Lawrence Edwards School of Economics University of Cape Town Cape Town  Republic of South Africa E-Mail: Lawrence.Edwards@uct.ac.za  Robert Z. Lawrence JFK School of Government 79 JFK Street Cambridge, MA  02138 Tel: 617/495-1118 Fax: 617/496-2850 E-Mail: robert_lawrence@harvard.edu",2010,"http://www.nber.org/papers/w16106","No. 16106","Jun-10",NA,TRUE,FALSE,FALSE
"JOUR","One of the most striking aspects of the recent recession is the collapse in international trade. This paper uses disaggregated data on U.S. imports and exports to shed light on the anatomy of this collapse. We find that the recent reduction in trade relative to overall economic activity is far larger than in previous downturns. Information on quantities and prices of both domestic absorption and imports reveals a 40% shortfall in imports, relative to what would be predicted by a simple import demand relationship. In a sample of imports and exports disaggregated at the 6-digit NAICS level, we find that sectors used as intermediate inputs experienced significantly higher percentage reductions in both imports and exports. We also find support for compositional effects: sectors with larger reductions in domestic output had larger drops in trade. By contrast, we find no support for the hypothesis that trade credit played a role in the recent trade collapse.",NA,"the collapse of international trade during the 2008-2009 crisis: in search of the smoking gun","tesar, linda l","10.3386/w16006","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w16006.pdf",NA,NA,NA,"Author contact info: Andrei A. Levchenko Department of Economics University of Michigan 611 Tappan Street Ann Arbor, MI 48109 Tel: 734/764-3296 E-Mail: alev@umich.edu  Logan Lewis Division of International Finance Federal Reserve Board of Governors Mail Stop 18 20th & C St. NW Washington, DC 20551 E-Mail: logan.t.lewis@frb.gov  Linda Tesar Department of Economics University of Michigan Ann Arbor, MI  48109-1220 Tel: 734/763 6015 Fax: 734/764-2769 E-Mail: ltesar@umich.edu",2010,"http://www.nber.org/papers/w16006","No. 16006","May-10",NA,TRUE,FALSE,FALSE
"JOUR","We use differences between the attributes of stock issuers and repurchasers to forecast characteristic-related stock returns. For example, we show that large firms underperform following years when issuing firms are large relative to repurchasing firms. Our approach is useful for forecasting returns to portfolios based on book-to-market (HML), size (SMB), price, distress, payout policy, profitability, and industry. We consider interpretations of these results based on both time-varying risk premia and mispricing. Our results are primarily consistent with the view that firms issue and repurchase shares to exploit time-varying characteristic mispricing.",NA,"characteristic timing","hanson, samuel","10.3386/w15948","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w15948.pdf",NA,NA,NA,"Author contact info: Robin Greenwood Harvard Business School Baker Library 267 Soldiers Field Boston, MA 02163 Tel: 617/495-6979 Fax: 617/496-8443 E-Mail: rgreenwood@hbs.edu  Samuel Hanson Harvard Business School Baker Library 361 Soldiers Field Boston, MA 02163 Tel: 617/495-6137 E-Mail: shanson@hbs.edu",2010,"http://www.nber.org/papers/w15948","No. 15948","Apr-10",NA,TRUE,FALSE,FALSE
"JOUR","This paper examines three areas in which analogies have been made between the interwar depression and the financial crisis of 2007 which reached a dramatic climax in September 2008 with the collapse of Lehman Brothers and the rescue of AIG: they can be labeled macro-economic, micro-economic, and geo-political.  First, the paper considers the story of monetary policy failures; second, there follows an examination of the micro-economic issues concerned with bank regulation and the reorganization of banking following the failure of one or more major financial institutions and the threat of systemic collapse; third, the paper turns to the issue of global imbalances and asks whether there are parallels that might be found in this domain too between the 1930s and the events of today.",NA,"the great depression analogy","james, harold","10.3386/w15584","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w15584.pdf",NA,NA,NA,"Author contact info: Michael D. Bordo Department of Economics Rutgers University 75 Hamilton Street New Brunswick, NJ 08901 Tel: 732/822-7152 Fax: 732/932-7416 E-Mail: bordo@econ.rutgers.edu  Harold James History Department and Woodrow Wilson School Princeton University Princeton NJ 08544 E-Mail: hjames@princeton.edu",2009,"http://www.nber.org/papers/w15584","No. 15584","Dec-09",NA,TRUE,FALSE,FALSE
"JOUR","This paper provides and describes concordances between the ten-digit Harmonized System (HS) categories used to classify products in U.S. international trade and the four-digit SIC and six-digit NAICS industries that cover the years 1989 to 2006. We also provide concordances between ten-digit HS codes and the five-digit SIC and seven-digit NAICS product classes used to classify U.S. manufacturing production. Finally, we briefly describe how these concordances might be applied in current empirical international trade research.",NA,"a concordance between ten-digit u.s. harmonized system codes and sic/naics product classes and industries","schott, peter k","10.3386/w15548","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w15548.pdf",NA,NA,NA,"Author contact info: Justin R. Pierce Federal Reserve Board 20th and C Street NW Washington, DC 20551 Tel: 202-452-2980 Fax: 202-736-1937 E-Mail: justin.r.pierce@frb.gov  Peter K. Schott Yale School of Management 165 Whitney Avenue New Haven, CT 06511 Tel: 203/436-4260 Fax: 203/432-6974 E-Mail: peter.schott@yale.edu",2009,"http://www.nber.org/papers/w15548","No. 15548","Nov-09",NA,TRUE,FALSE,FALSE
"JOUR","Despite recent international efforts to increase antiretroviral treatment (ART) coverage, it is estimated that more than 5 million people who need ART in developing countries do not receive such treatment. Shortages of human resources to treat HIV/AIDS (HRHA) are one of the main constraints to scaling up ART.  We develop a discrete-time Markovian model to project the numbers of HRHA required to achieve universal ART coverage, taking into account the positive feedback from HRHA numbers to future HRHA need. Feedback occurs because ART is effective in prolonging the lives of HIV-positive people who need treatment, so that an increase in the number of people receiving treatment leads to an increase in the number of people needing it in future periods.  We investigate the steady-state behavior of our model and apply it to different regions in the developing world. We find that taking into account the feedback from the current supply of HRHA to the future HRHA need substantially increases the projected numbers of HRHA required to achieve universal ART coverage.  We discuss the policy implications of our model.",NA,"a mathematical model for estimating the number of health workers required for universal antiretroviral treatment","humair, salal","10.3386/w15517","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w15517.pdf",NA,NA,NA,"Author contact info: Till Bärnighausen Harvard School of Public Health Department of Global Health and Population 665 Huntington Ave. Boston, MA 02115 E-Mail: tbaernig@hsph.harvard.edu  David E. Bloom Harvard T.H. Chan School of Public Health Department of Global Health and Population 665 Huntington Ave. Building 1, Suite 1202 Boston, MA 02115 Tel: 617/432-0866 Fax: 617/432-6733 E-Mail: dbloom@hsph.harvard.edu  Salal Humair Harvard School of Public Health Department of Global Health and Population 665 Huntington Ave. Boston, MA 02115 E-Mail: salal@amazon.com",2009,"http://www.nber.org/papers/w15517","No. 15517","Nov-09",NA,TRUE,FALSE,FALSE
"JOUR","A perceived advantage of cap-and-trade programs over more prescriptive environmental regulation is that enhanced compliance flexibility and cost effectiveness can make more stringent emissions reductions politically feasible. However, increased compliance flexibility can also result in an inequitable distribution of pollution. We investigate these issues in the context of Southern California's RECLAIM program. We match facilities in RECLAIM with similar California facilities also located in non-attainment areas. Our results indicate that emissions fell approximately 24 percent, on average, at RECLAIM facilities relative to our counterfactual. Furthermore, we find that observed changes in emissions do not vary significantly with neighborhood demographic characteristics.",NA,"what do emissions markets deliver and to whom? evidence from southern california's nox trading program","mansur, erin t","10.3386/w15082","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w15082.pdf",NA,NA,NA,"Author contact info: Meredith Fowlie Department of Agricultural & Resource Economics University of California, Berkeley 301 Giannini Hall Berkeley, CA 94720-3310 Tel: 510/642-4820 Fax: 510/643-8911 E-Mail: fowlie@berkeley.edu  Stephen P. Holland Bryan School of Business and Economics University of North Carolina, Greensboro P.O. Box 26165 Greensboro, NC 27402-6165 Tel: 336/334-4925 Fax: 336/334-4089 E-Mail: sphollan@uncg.edu  Erin T. Mansur Dartmouth College 100 Tuck Hall Hanover, NH 03755 Tel: (603) 646-2398 Fax: (603) 646-0995 E-Mail: erin.mansur@dartmouth.edu",2009,"http://www.nber.org/papers/w15082","No. 15082","Jun-09",NA,TRUE,FALSE,FALSE
"JOUR","The rate of increase of longevity has varied considerably across U.S. states since 1991.  This paper examines the effect of the quality of medical care, behavioral risk factors (obesity, smoking, and AIDS incidence), and other variables (education, income, and health insurance coverage) on life expectancy and medical expenditure using longitudinal state-level data. We examine the effects of three different measures of the quality of medical care.  The first is the average quality of diagnostic imaging procedures, defined as the fraction of procedures that are advanced procedures.  The second is the average quality of practicing physicians, defined as the fraction of physicians that were trained at top-ranked medical schools.  The third is the mean vintage (FDA approval year) of outpatient and inpatient prescription drugs. Life expectancy increased more rapidly in states where (1) the fraction of Medicare diagnostic imaging procedures that were advanced procedures increased more rapidly; (2) the vintage of self- and provider-administered drugs increased more rapidly; and (3) the quality of medical schools previously attended by physicians increased more rapidly.  States with larger increases in the quality of diagnostic procedures, drugs, and physicians did not have larger increases in per capita medical expenditure.",NA,"the quality of medical care, behavioral risk factors, and longevity growth","lichtenberg, frank r","10.3386/w15068","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w15068.pdf",NA,NA,NA,"Author contact info: Frank R. Lichtenberg Columbia University Kravis Hall 522 665 West 130th Street New York, NY  10027 Tel: 212/854-4408 E-Mail: frl1@columbia.edu",2009,"http://www.nber.org/papers/w15068","No. 15068","Jun-09",NA,TRUE,FALSE,FALSE
"JOUR","We document the impact of the AIDS crisis on non-AIDS related health services in fourteen sub-Saharan African countries. Using multiple waves of Demographic and Health Surveys (DHS) for each country, we examine antenatal care, birth deliveries, and rates of immunization for children born between 1988 and 2005. We find deterioration in nearly all of these dimensions of health care over this period. The most recent DHS survey for each country collected data on HIV prevalence, which allows us to examine the association between HIV burden and health care. We find that erosion of health services is highly correlated with increases in AIDS prevalence. Regions of countries that have light AIDS burdens have witnessed small or no declines in health care, using the measures noted above, while those regions currently shouldering the heaviest burdens have seen the largest erosion in treatment for pregnant women and children. Using semi-parametric techniques, we can date the beginning of the divergence in health services between high and low HIV regions to the mid-1990s.",NA,"the impact of the aids pandemic on health services in africa: evidence from demographic and health surveys","paxson, christina","10.3386/w15000","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w15000.pdf",NA,"featured in NBER digest on 2009-10-15",NA,"Author contact info: Anne Case School of Public and International Affairs 215 Robertson Hall Princeton University Princeton, NJ 08544 Tel: 609/258-2177 Fax: 609/258-5974 E-Mail: accase@princeton.edu  Christina Paxson Office of the President Brown University Box 1860 Providence, RI  02912 Tel: 401/863-1979 E-Mail: christina_paxson@brown.edu",2009,"http://www.nber.org/papers/w15000","No. 15000","May-09",NA,TRUE,FALSE,FALSE
"JOUR","We use data from the Gallup World Poll and from the Demographic and Health Surveys to investigate how subjective wellbeing (SWB) is affected by mortality in sub-Saharan Africa, including mortality from HIV/AIDS. The Gallup data provide direct evidence on Africans' own emotional and evaluative responses to high levels of infection and of mortality. By comparing the effect of mortality on SWB with the effect of income on SWB, we can attach monetary values to mortality to illuminate the often controversial question of how to value life in Africa. Large fractions of the respondents in the World Poll report the mortality of an immediate family member in the last twelve months, with malaria typically more important than AIDS, and deaths of women in childbirth more important than deaths from AIDS in many countries. A life evaluation measure (Cantril's ladder of life) is relatively insensitive to the deaths of immediate family, which suggests a low value of life. There are much larger effects on experiential measures, such as sadness and depression, which suggest much larger values of life. It is not clear whether either of these results is correct, yet our results demonstrate that experiential and evaluative measures are not the same thing, and that they cannot be used interchangeably as measures of ""happiness"" in welfare economics.",NA,"life (evaluation), hiv/aids, and death in africa","tortora, robert","10.3386/w14637","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w14637.pdf",NA,NA,NA,"Author contact info: Angus Deaton School of Public and International Affairs 215 Robertson Hall Princeton University Princeton, NJ  08544-1013 Tel: 609/258-5967 Fax: 609/258-5974 E-Mail: deaton@princeton.edu  Jane Fortson Mathematica Policy Research 505 14th Street, Suite 800 Oakland, CA 94612 Tel: (510) 830-3708 E-Mail: jfortson@mathematica-mpr.com  Robert Tortora Gallup Organization E-Mail: Bob_Tortora@gallup.com",2009,"http://www.nber.org/papers/w14637","No. 14637","Jan-09",NA,TRUE,FALSE,FALSE
"JOUR","Intertemporal tradability allows an emissions market to reduce abatement costs.  We study intertemporal trading of nitrogen oxides permits in the RECLAIM program in Southern California.  A theoretical model captures the program's key intertemporal features: two overlapping permit cycles, two compliance cycles for facilities, and tradable permits.  We characterize the competitive equilibrium; show that it is cost effective; and demonstrate the firms' incentive to delay abatement, i.e., to trade intertemporally.  Using model extensions to explore market design issues, an arbitrage condition implies that the equilibrium is invariant to overlapping compliance cycles, but depends crucially on overlapping permit cycles. We empirically investigate intertemporal trading of permits using panel data on RECLAIM facilities for 1994-2006.  Facilities undertake trading by using a considerable proportion of permits of the opposite cycle.  We econometrically test two theoretical propositions -- delayed abatement and trading across cycles -- with a difference-in-differences estimator.  The results neither contradict nor provide conclusive support of the theory.",NA,"when to pollute, when to abate? intertemporal permit use in the los angeles nox market","moore, michael","10.3386/w14254","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w14254.pdf",NA,NA,NA,"Author contact info: Stephen P. Holland Bryan School of Business and Economics University of North Carolina, Greensboro P.O. Box 26165 Greensboro, NC 27402-6165 Tel: 336/334-4925 Fax: 336/334-4089 E-Mail: sphollan@uncg.edu  Michael Moore School of Natural Resources & Environment University of Michigan Ann Arbor, MI 48109-1041 E-Mail: micmoore@umich.edu",2008,"http://www.nber.org/papers/w14254","No. 14254","Aug-08",NA,TRUE,FALSE,FALSE
"JOUR","The historical pattern of the demographic transition suggests that fertility declines follow mortality declines, followed by a rise in human capital accumulation and economic growth. The HIV/AIDS epidemic threatens to reverse this path. A recent paper by Young (2005), however, suggests that similar to the ""Black Death"" episode in Europe, HIV/AIDS will actually lead to higher growth per capita among the affected African countries. Not only will population decline, behavioral responses in fertility will reinforce this decline by reducing the willingness to engage in unprotected sex. We utilize recent rounds of the Demographic and Health Surveys which link an individual woman's fertility outcomes to her HIV status based on testing. The data allows us to distinguish the effect of own positive HIV status on fertility (which may be due to lower fecundity and other physiological reasons) from the behavioral response to higher mortality risk, as measured by the local community HIV prevalence. We show that HIV-infected women have significantly lower fertility. In contrast to Young (2005), however, we find that local community HIV prevalence has no significant effect on non-infected women's fertility.",NA,"hiv and fertility in africa: first evidence from population based surveys","turan, belgi","10.3386/w14248","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w14248.pdf",NA,NA,NA,"Author contact info: Chinhui Juhn Department of Economics University of Houston Houston, TX 77204-5882 Tel: 713/743-3823 Fax: 713/743-3798 E-Mail: cjuhn@uh.edu  Ṣebnem Kalemli-Özcan Department of Economics Brown University Box B Providence, RI 02912 Tel: 301/405-3266 E-Mail: sebnem_kalemli-ozcan@brown.edu  Belgi Turan Department of Economics TOBB University of Economics and Technology Sogutozu, Ankara TURKEY E-Mail: belgituran@etu.edu.tr",2008,"http://www.nber.org/papers/w14248","No. 14248","Aug-08",NA,TRUE,FALSE,FALSE
"JOUR","Alcohol policies have potentially far-reaching impacts on risky sexual behavior, prenatal health behaviors, and subsequent outcomes for infants.  We examine whether changes in minimum drinking age (MLDA) laws affect the likelihood of poor birth outcomes. Using data from the National Vital Statistics (NVS) for the years 1978-88, we find that a drinking age of 18 is associated with adverse outcomes among births to young mothers -- including higher incidences of low birth weight and premature birth, but not congenital malformations.  The effects are largest among black women.  We find suggestive evidence from both the NVS and the 1979 National Longitudinal Study of Youth (NLSY) that the MLDA laws alter the composition of births that occur.  In states with lenient drinking laws, young black mothers are more likely to have used alcohol 12 months prior to the birth of their child and less likely to report paternal information on the birth certificate.  We suspect that lenient drinking laws generate poor birth outcomes because they increase the number of unplanned pregnancies.",NA,"minimum drinking age laws and infant health outcomes","fertig, angela","10.3386/w14118","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w14118.pdf",NA,NA,NA,"Author contact info: Tara Watson Department of Economics Williams College 24 Hopkins Hall Drive Williamstown, MA 01267 Tel: 413/884-2517 Fax: 413/597-4045 E-Mail: tara.watson@williams.edu  Angela Fertig University of Georgia College of Public Health and Carl Vinson Institute of Government Athens, GA 30602 E-Mail: afertig@uga.edu",2008,"http://www.nber.org/papers/w14118","No. 14118","Jun-08",NA,TRUE,FALSE,FALSE
"JOUR","We propose a new inverse probability weighting (IPW) estimator for moment condition models with missing data. Our estimator is easy to implement and compares favorably with existing IPW estimators, including augmented inverse probability weighting (AIPW) estimators, in terms of efficiency, robustness, and higher order bias. We illustrate our method with a study of the relationship between early Black-White differences in cognitive achievement and subsequent differences in adult earnings. In our dataset the early childhood achievement measure, the main regressor of interest, is missing for many units.",NA,"inverse probability tilting for moment condition models with missing data","egel, daniel","10.3386/w13981","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w13981.pdf",NA,NA,NA,"Author contact info: Bryan S. Graham University of California - Berkeley 530 Evans Hall #3880 Berkeley, CA 94720-3880 Tel: (510) 642 4752 E-Mail: bgraham@econ.berkeley.edu  Cristine Campos de Xavier Pinto Escola de Economia de São Paulo, FGV/SP Rua Itapeva 474, sala 1200 São Paulo– SP, Brasil, 01332-000 E-Mail: cristine.pinto@fgv.br  Daniel Egel Institute on Global Conflict and Cooperation (IGCC University of California - San Diego 9500 Gilman Drive, MC 0518 La Jolla, CA 92093-0518 E-Mail: degel@ucsd.edu",2008,"http://www.nber.org/papers/w13981","No. 13981","May-08",NA,TRUE,FALSE,FALSE
